epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
81,0.7390867778587341,74.97200000000001,97.58200000000001,0.6176112444877625,79.2,98.8
82,0.7415146320152283,75.262,97.57400000000001,0.6177700059890747,79.2,98.78
83,0.7406297654914856,75.09599999999999,97.634,0.6181380500793457,79.09,98.8
84,0.7387916440582275,74.982,97.59400000000001,0.618014897441864,79.14,98.78
85,0.7371552479171752,75.07000000000001,97.60799999999999,0.6170775790214539,79.22,98.78
86,0.744705319404602,75.012,97.482,0.6179789248466492,79.14,98.76
87,0.738515956249237,75.17,97.536,0.6172775171279907,79.17999999999999,98.76
88,0.7387507585334778,75.29400000000001,97.668,0.6172164757728577,79.22,98.75
89,0.7413415979194641,75.232,97.61800000000001,0.616991358757019,79.29,98.75
90,0.7367377888870239,75.25,97.61800000000001,0.6167582975387573,79.12,98.79
91,0.7377175059318543,75.24,97.59,0.6171009266853332,79.23,98.78
92,0.739147888469696,75.114,97.558,0.616491554069519,79.22,98.76
93,0.7415192863082886,74.98,97.58200000000001,0.6165894086837769,79.33,98.8
94,0.7383983037376404,75.242,97.60600000000001,0.6162940313339234,79.22,98.77
95,0.7361457521057129,75.116,97.674,0.6168925751686096,79.27,98.75
96,0.7383897602844238,75.176,97.58200000000001,0.6160349209785462,79.14,98.77
97,0.7354578189086914,75.236,97.634,0.6159532004356384,79.19,98.77
98,0.732939885005951,75.378,97.658,0.6153653065681457,79.29,98.78
99,0.7348804116439819,75.352,97.612,0.6150469935417175,79.36,98.81
100,0.7421149922561645,75.01,97.596,0.6163650105476379,79.2,98.77
